,Symbol,Identifier,Company,ISIN
2882,GILLETTE,GILLETTEEQN,Gillette India Limited,INE322A01010
2883,KEC,KECEQN,KEC International Limited,INE389H01022
2884,CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017
2885,FDC,FDCEQN,FDC Limited,INE258B01022
2886,GODFRYPHLP,GODFRYPHLPEQN,Godfrey Phillips India Limited,INE260B01028
2887,SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038
2888,ENDURANCE,ENDURANCEEQN,Endurance Technologies Limited,INE913H01037
2889,STARCEMENT,STARCEMENTEQN,Star Cement Limited,INE460H01021
2890,DCMSHRIRAM,DCMSHRIRAMEQN,DCM Shriram Limited,INE499A01024
2891,EMAMILTD,EMAMILTDEQN,Emami Limited,INE548C01032
2892,DHANUKA,DHANUKAEQN,Dhanuka Agritech Limited,INE435G01025
2893,PRICOLLTD,PRICOLLTDEQN,Pricol Limited,INE726V01018
2894,TARSONS,TARSONSEQN,Tarsons Products Limited,INE144Z01023
2895,ARVIND,ARVINDEQN,Arvind Limited,INE034A01011
2896,RATEGAIN,RATEGAINEQN,Rategain Travel Technologies Limited,INE0CLI01024
2897,SFL,SFLEQN,Sheela Foam Limited,INE916U01025
2898,POLYPLEX,POLYPLEXEQN,Polyplex Corporation Limited,INE633B01018
2899,MRPL,MRPLEQN,Mangalore Refinery and Petrochemicals Limited,INE103A04018
2900,ASTRAMICRO,ASTRAMICROEQN,Astra Microwave Products Limited,INE386C01029
2901,NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031
2902,APTUS,APTUSEQN,Aptus Value Housing Finance India Limited,INE852O01025
2903,VAIBHAVGBL,VAIBHAVGBLEQN,Vaibhav Global Limited,INE884A01027
2904,CAMS,CAMSEQN,Computer Age Management Services Limited,INE596I01012
2905,TIMKEN,TIMKENEQN,Timken India Limited,INE325A01013
2906,JKIL,JKILEQN,J.Kumar Infraprojects Limited,INE576I01022
2907,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023
2908,CESC,CESCEQN,CESC Limited,INE486A01021
2909,ANURAS,ANURASEQN,Anupam Rasayan India Limited,INE930P13013
2910,GODREJAGRO,GODREJAGROEQN,Godrej Agrovet Limited,INE850D01014
2911,CELLO,CELLOEQN,Cello World Limited,INE0LMW01024
2912,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022
2913,DBREALTY,DBREALTYEQN,Valor Estate Limited,INE879I01012
2914,TEXRAIL,TEXRAILEQN,Texmaco Rail & Engineering Limited,INE621L01012
2915,INOXINDIA,INOXINDIAEQN,INOX India Limited,INE616N01034
2916,GRAPHITE,GRAPHITEEQN,Graphite India Limited,INE371A01025
2917,HEG,HEGEQN,HEG Limited,INE545A01016
2918,RELINFRA,RELINFRAEQN,Reliance Infrastructure Limited,INE036A01016
2919,JSWINFRA,JSWINFRAEQN,JSW Infrastructure Limited,INE880J01026
2920,DCAL,DCALEQN,Dishman Carbogen Amcis Limited,INE385W01011
2921,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
2922,ECLERX,ECLERXEQN,eClerx Services Limited,INE738I01010
2923,HAPPYFORGE,HAPPYFORGEEQN,Happy Forgings Limited,INE330T01021
2924,HUDCO,HUDCOEQN,Housing & Urban Development Corporation Limited,INE031A07857
2925,SANGHVIMOV,SANGHVIMOVEQN,Sanghvi Movers Limited,INE989A01024
2926,BOMDYEING,BOMDYEINGEQN,Bombay Dyeing & Mfg Company Limited,INE032A01023
2927,GUJALKALI,GUJALKALIEQN,Gujarat Alkalies and Chemicals Limited,INE186A01019
2928,BLUEJET,BLUEJETEQN,Blue Jet Healthcare Limited,INE0KBH01020
2929,IIFL,IIFLEQN,IIFL Finance Limited,INE530B07138
2930,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
2931,RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028
2932,SUNFLAG,SUNFLAGEQN,Sunflag Iron And Steel Company Limited,INE947A01014
2933,GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021
2934,ZYDUSWELL,ZYDUSWELLEQN,Zydus Wellness Limited,INE768C01010
2935,JUSTDIAL,JUSTDIALEQN,Just Dial Limited,INE599M01018
2936,ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026
2937,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031
2938,FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026
2939,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028
2940,BSE,BSEEQN,BSE Limited,INE118H01025
2941,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014
2942,LLOYDSENGG,LLOYDSENGGEQN,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011
2943,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
2944,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014
2945,FIEMIND,FIEMINDEQN,Fiem Industries Limited,INE737H01014
2946,RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030
2947,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
2948,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025
2949,GANESHHOUC,GANESHHOUCEQN,Ganesh Housing Corporation Limited,INE460C01014
2950,CRISIL,CRISILEQN,CRISIL Limited,INE007A01025
2951,NAZARA,NAZARAEQN,Nazara Technologies Limited,INE418L01021
2952,SCI,SCIEQN,Shipping Corporation Of India Limited,INE109A01011
2953,JUBLPHARMA,JUBLPHARMAEQN,Jubilant Pharmova Limited,INE700A01033
2954,GUFICBIO,GUFICBIOEQN,Gufic Biosciences Limited,INE742B01025
2955,RITES,RITESEQN,RITES Limited,INE320J01015
2956,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021
2957,MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010
2958,REDTAPE,REDTAPEEQN,Redtape Limited,INE0LXT01019
2959,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018
2960,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
2961,SANDUMA,SANDUMAEQN,Sandur Manganese & Iron Ores Limited,INE149K01016
2962,VENKEYS,VENKEYSEQN,Venky's (India) Limited,INE398A01010
2963,AETHER,AETHEREQN,Aether Industries Limited,INE0BWX01014
2964,SUNDARMFIN,SUNDARMFINEQN,Sundaram Finance Limited,INE660A01013
2965,CHOICEIN,CHOICEINEQN,Choice International Limited,INE102B01014
2966,AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038
2967,SHAREINDIA,SHAREINDIAEQN,Share India Securities Limited,INE932X13013
2968,LTFOODS,LTFOODSEQN,LT Foods Limited,INE818H01020
2969,OIL,OILEQN,Oil India Limited,INE274J01014
2970,EPL,EPLEQN,EPL Limited,INE255A01020
2971,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011
2972,NUCLEUS,NUCLEUSEQN,Nucleus Software Exports Limited,INE096B01018
2973,EPIGRAL,EPIGRALEQN,Epigral Limited,INE071N01016
2974,KSCL,KSCLEQN,Kaveri Seed Company Limited,INE455I01029
2975,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
2976,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011
2977,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010
2978,MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035
2979,KNRCON,KNRCONEQN,KNR Constructions Limited,INE634I01029
2980,RAILTEL,RAILTELEQN,Railtel Corporation Of India Limited,INE0DD101019
2981,SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016
2982,VGUARD,VGUARDEQN,V-Guard Industries Limited,INE951I01027
2983,GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031
2984,HMAAGRO,HMAAGROEQN,HMA Agro Industries Limited,INE0ECP01024
2985,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025
2986,GOKEX,GOKEXEQN,Gokaldas Exports Limited,INE887G01027
2987,UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018
2988,KTKBANK,KTKBANKEQN,The Karnataka Bank Limited,INE614B01018
2989,SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01012
2990,JWL,JWLEQN,Jupiter Wagons Limited,INE209L01016
2991,MAPMYINDIA,MAPMYINDIAEQN,C.E. Info Systems Limited,INE0BV301023
2992,CHENNPETRO,CHENNPETROEQN,Chennai Petroleum Corporation Limited,INE178A01016
2993,DEVYANI,DEVYANIEQN,Devyani International Limited,INE872J01023
2994,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024
2995,IFCI,IFCIEQN,IFCI Limited,INE039A07835
2996,DCBBANK,DCBBANKEQN,DCB Bank Limited,INE503A01015
2997,TDPOWERSYS,TDPOWERSYSEQN,TD Power Systems Limited,INE419M01027
2998,GRSE,GRSEEQN,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011
2999,POWERINDIA,POWERINDIAEQN,Hitachi Energy India Limited,INE07Y701011
3000,EQUITASBNK,EQUITASBNKEQN,Equitas Small Finance Bank Limited,INE063P01018
3001,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
3002,IRCON,IRCONEQN,Ircon International Limited,INE962Y01021
3003,POWERMECH,POWERMECHEQN,Power Mech Projects Limited,INE211R01019
3004,PGEL,PGELEQN,PG Electroplast Limited,INE457L01029
3005,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
3006,HGINFRA,HGINFRAEQN,H.G. Infra Engineering Limited,INE926X01010
3007,AAVAS,AAVASEQN,Aavas Financiers Limited,INE216P01012
3008,DODLA,DODLAEQN,Dodla Dairy Limited,INE021O01019
3009,INDIAGLYCO,INDIAGLYCOEQN,India Glycols Limited,INE560A01015
3010,MEDPLUS,MEDPLUSEQN,Medplus Health Services Limited,INE804L01022
3011,GLS,GLSEQN,Glenmark Life Sciences Limited,INE03Q201024
3012,TI,TIEQN,Tilaknagar Industries Limited,INE133E01013
3013,DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010
3014,GLOBUSSPR,GLOBUSSPREQN,Globus Spirits Limited,INE615I01010
3015,TTML,TTMLEQN,Tata Teleservices (Maharashtra) Limited,INE517B01013
3016,SOBHA,SOBHAEQN,Sobha Limited,INE671H01015
3017,ORISSAMINE,ORISSAMINEEQN,The Orissa Minerals Development Company Limited,INE725E01024
3018,HERITGFOOD,HERITGFOODEQN,Heritage Foods Limited,INE978A01027
3019,UBL,UBLEQN,United Breweries Limited,INE686F01025
3020,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029
3021,RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027
3022,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028
3023,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023
3024,CONFIPET,CONFIPETEQN,Confidence Petroleum India Limited,INE552D01024
3025,ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017
3026,BASF,BASFEQN,BASF India Limited,INE373A01013
3027,JTLIND,JTLINDEQN,JTL INDUSTRIES LIMITED,INE391J01024
3028,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020
3029,MMTC,MMTCEQN,MMTC Limited,INE123F01029
3030,BANCOINDIA,BANCOINDIAEQN,Banco Products (I) Limited,INE213C01025
3031,INFIBEAM,INFIBEAMEQN,Infibeam Avenues Limited,INE483S01020
3032,PDSL,PDSLEQN,PDS Limited,INE111Q01021
3033,IONEXCHANG,IONEXCHANGEQN,ION Exchange (India) Limited,INE570A01022
3034,IFBIND,IFBINDEQN,IFB Industries Limited,INE559A01017
3035,BEPL,BEPLEQN,Bhansali Engineering Polymers Limited,INE922A01025
3036,ZENTEC,ZENTECEQN,Zen Technologies Limited,INE251B01027
3037,TARC,TARCBEN,Anant Raj Global Limited,INE0EK901012
3038,SINDHUTRAD,SINDHUTRADEQN,Sindhu Trade Links Limited,INE325D01025
3039,PURVA,PURVABEN,Puravankara Limited,INE323I01011
3040,NAVA,NAVAEQN,NAVA LIMITED,INE725A01022
3041,JPASSOCIAT,JPASSOCIATBEN,Jaiprakash Associates Limited,INE455F01025
3042,KPIGREEN,KPIGREENBEN,KPI Green Energy Limited,INE542W01025
3043,ORIENTCEM,ORIENTCEMEQN,Orient Cement Limited,INE876N01018
3044,JPPOWER,JPPOWEREQN,Jaiprakash Power Ventures Limited,INE351F01018
3045,MAHLOG,MAHLOGEQN,Mahindra Logistics Limited,INE766P01016
3046,IDEAFORGE,IDEAFORGEEQN,Ideaforge Technology Limited,INE349Y01013
3047,ANANTRAJ,ANANTRAJEQN,Anant Raj Limited,INE242C01024
3048,SAMHI,SAMHIEQN,Samhi Hotels Limited,INE08U801020
3049,CAMLINFINE,CAMLINFINEEQN,Camlin Fine Sciences Limited,INE052I01032
3050,MANINFRA,MANINFRAEQN,Man Infraconstruction Limited,INE949H01023
3051,HCC,HCCEQN,Hindustan Construction Company Limited,INE549A01026
3052,EMIL,EMILEQN,Electronics Mart India Limited,INE02YR01019
3053,PARAS,PARASBEN,Paras Defence and Space Technologies Limited,INE045601015
3054,ETHOSLTD,ETHOSLTDEQN,Ethos Limited,INE04TZ01018
3055,VSTTILLERS,VSTTILLERSEQN,V.S.T Tillers Tractors Limited,INE764D01017
3056,IIFLSEC,IIFLSECEQN,IIFL Securities Limited,INE489L01022
3057,YATHARTH,YATHARTHEQN,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016
3058,STAR,STAREQN,Strides Pharma Science Limited,INE939A01011
3059,TEAMLEASE,TEAMLEASEEQN,Teamlease Services Limited,INE985S01024
3060,ARVINDFASN,ARVINDFASNEQN,Arvind Fashions Limited,INE955V01021
3061,TVSHLTD,TVSHLTDEQN,TVS Holdings Limited,INE105A04013
3062,VOLTAMP,VOLTAMPEQN,Voltamp Transformers Limited,INE540H01012
3063,GOCOLORS,GOCOLORSEQN,Go Fashion (India) Limited,INE0BJS01011
3064,WELENT,WELENTEQN,Welspun Enterprises Limited,INE625G01013
3065,HLEGLAS,HLEGLASEQN,HLE Glascoat Limited,INE461D01028
3066,DATAMATICS,DATAMATICSEQN,Datamatics Global Services Limited,INE365B01017
3067,SANGHIIND,SANGHIINDEQN,Sanghi Industries Limited,INE999B01013
3068,JINDWORLD,JINDWORLDEQN,Jindal Worldwide Limited,INE247D01039
3069,EMBDL,EMBDLEQN,Equinox India Developments Limited,INE069I01010
3070,JSWHL,JSWHLEQN,JSW Holdings Limited,INE824G01012
3071,GULFOILLUB,GULFOILLUBEQN,Gulf Oil Lubricants India Limited,INE635Q01029
3072,NOCIL,NOCILEQN,NOCIL Limited,INE163A01018
3073,JTEKTINDIA,JTEKTINDIAEQN,Jtekt India Limited,INE643A01035
3074,ROSSARI,ROSSARIEQN,Rossari Biotech Limited,INE02A801020
3075,AGI,AGIEQN,AGI Greenpac Limited,INE415A01038
3076,AARTIPHARM,AARTIPHARMEQN,Aarti Pharmalabs Limited,INE0LRU01027
3077,KRSNAA,KRSNAAEQN,Krsnaa Diagnostics Limited,INE08LI01020
3078,HINDOILEXP,HINDOILEXPEQN,Hindustan Oil Exploration Company Limited,INE345A01011
3079,MIDHANI,MIDHANIEQN,Mishra Dhatu Nigam Limited,INE099Z01011
3080,EMUDHRA,EMUDHRAEQN,eMudhra Limited,INE01QM01018
3081,NFL,NFLEQN,National Fertilizers Limited,INE870D01012
3082,KESORAMIND,KESORAMINDEQN,Kesoram Industries Limited,INE087A01019
3083,TIMETECHNO,TIMETECHNOEQN,Time Technoplast Limited,INE508G01029
3084,JUNIPER,JUNIPEREQN,Juniper Hotels Limited,INE696F01016
3085,WONDERLA,WONDERLAEQN,Wonderla Holidays Limited,INE066O01014
3086,DCXINDIA,DCXINDIABEN,DCX Systems Limited,INE0KL801015
3087,DBCORP,DBCORPEQN,D.B.Corp Limited,INE950I01011
3088,JYOTICNC,JYOTICNCEQN,Jyoti CNC Automation Limited,INE980O01024
3089,RAIN,RAINEQN,Rain Industries Limited,INE855B01025
3090,GRAVITA,GRAVITAEQN,Gravita India Limited,INE024L01027
3091,SUNCLAY,SUNCLAYEQN,Sundaram Clayton Limited,INE0Q3R01026
3092,KIRLOSBROS,KIRLOSBROSEQN,Kirloskar Brothers Limited,INE732A01036
3093,ADVENZYMES,ADVENZYMESEQN,Advanced Enzyme Technologies Limited,INE837H01020
3094,LUXIND,LUXINDEQN,Lux Industries Limited,INE150G01020
3095,IMFA,IMFAEQN,Indian Metals & Ferro Alloys Limited,INE919H01018
3096,JKTYRE,JKTYREEQN,JK Tyre & Industries Limited,INE573A01042
3097,GREENPLY,GREENPLYEQN,Greenply Industries Limited,INE461C13017
3098,DEN,DENEQN,Den Networks Limited,INE947J01015
3099,GATEWAY,GATEWAYEQN,Gateway Distriparks Limited,INE079J01017
3100,ISGEC,ISGECEQN,Isgec Heavy Engineering Limited,INE858B01029
3101,SAGCEM,SAGCEMEQN,Sagar Cements Limited,INE229C01021
3102,BAJAJCON,BAJAJCONEQN,Bajaj Consumer Care Limited,INE933K01021
3103,JISLJALEQS,JISLJALEQSEQN,Jain Irrigation Systems Limited,INE175A01038
3104,NESCO,NESCOEQN,Nesco Limited,INE317F01035
3105,BARBEQUE,BARBEQUEEQN,Barbeque Nation Hospitality Limited,INE382M01027
3106,SENCO,SENCOEQN,Senco Gold Limited,INE602W01019
3107,EDELWEISS,EDELWEISSEQN,Edelweiss Financial Services Limited,INE532F01054
3108,GHCL,GHCLEQN,GHCL Limited,INE539A01019
3109,TIDEWATER,TIDEWATEREQN,Tide Water Oil Company (India) Limited,INE484C01030
3110,BAJAJHIND,BAJAJHINDEQN,Bajaj Hindusthan Sugar Limited,INE306A01021
3111,HIKAL,HIKALEQN,Hikal Limited,INE475B01022
3112,GABRIEL,GABRIELEQN,Gabriel India Limited,INE524A01029
3113,STYLAMIND,STYLAMINDEQN,Stylam Industries Limited,INE239C01020
3114,PSPPROJECT,PSPPROJECTEQN,PSP Projects Limited,INE488V01015
3115,TEGA,TEGAEQN,Tega Industries Limited,INE011K01018
3116,GREAVESCOT,GREAVESCOTEQN,Greaves Cotton Limited,INE224A01026
3117,PAISALO,PAISALOEQN,Paisalo Digital Limited,INE420C01059
3118,RESPONIND,RESPONINDEQN,Responsive Industries Limited,INE688D01026
3119,IPL,IPLEQN,India Pesticides Limited,INE0D6701023
3120,DELTACORP,DELTACORPEQN,Delta Corp Limited,INE124G01033
3121,ASKAUTOLTD,ASKAUTOLTDEQN,ASK Automotive Limited,INE491J01022
3122,AMIORG,AMIORGEQN,Ami Organics Limited,INE00FF01017
3123,GRWRHITECH,GRWRHITECHEQN,Garware Hi-Tech Films Limited,INE291A01017
3124,RELIGARE,RELIGAREEQN,Religare Enterprises Limited,INE621H01010
3125,BECTORFOOD,BECTORFOODEQN,Mrs. Bectors Food Specialities Limited,INE495P01012
3126,SSWL,SSWLEQN,Steel Strips Wheels Limited,INE802C01033
3127,AARTIDRUGS,AARTIDRUGSEQN,Aarti Drugs Limited,INE767A01016
3128,TTKPRESTIG,TTKPRESTIGEQN,TTK Prestige Limited,INE690A01028
3129,WABAG,WABAGEQN,VA Tech Wabag Limited,INE956G01038
3130,CMSINFO,CMSINFOEQN,CMS Info Systems Limited,INE925R01014
3131,DALMIASUG,DALMIASUGEQN,Dalmia Bharat Sugar and Industries Limited,INE495A01022
3132,UFLEX,UFLEXEQN,UFLEX Limited,INE516A01017
3133,SUDARSCHEM,SUDARSCHEMEQN,Sudarshan Chemical Industries Limited,INE659A01023
3134,HEMIPROP,HEMIPROPEQN,Hemisphere Properties India Limited,INE0AJG01018
3135,TCNSBRANDS,TCNSBRANDSEQN,TCNS Clothing Co. Limited,INE778U01029
3136,GALAXYSURF,GALAXYSURFEQN,Galaxy Surfactants Limited,INE600K01018
3137,SHOPERSTOP,SHOPERSTOPEQN,Shoppers Stop Limited,INE498B01024
3138,RALLIS,RALLISEQN,Rallis India Limited,INE613A01020
3139,SPANDANA,SPANDANAEQN,Spandana Sphoorty Financial Limited,INE572J01011
3140,MOIL,MOILEQN,MOIL Limited,INE490G01020
3141,DHANI,DHANIEQN,Dhani Services Limited,INE274G01010
3142,AVALON,AVALONEQN,Avalon Technologies Limited,INE0LCL01028
3143,PARADEEP,PARADEEPEQN,Paradeep Phosphates Limited,INE088F01024
3144,DREAMFOLKS,DREAMFOLKSEQN,Dreamfolks Services Limited,INE0JS101016
3145,SUPRAJIT,SUPRAJITEQN,Suprajit Engineering Limited,INE399C01030
3146,NETWEB,NETWEBEQN,Netweb Technologies India Limited,INE0NT901020
3147,TECHNOE,TECHNOEBEN,Techno Electric & Engineering Company Limited,INE285K01026
3148,SEQUENT,SEQUENTEQN,Sequent Scientific Limited,INE807F01027
3149,AHLUCONT,AHLUCONTEQN,Ahluwalia Contracts (India) Limited,INE758C01029
3150,ORIENTELEC,ORIENTELECEQN,Orient Electric Limited,INE142Z01019
3151,NAVNETEDUL,NAVNETEDULEQN,Navneet Education Limited,INE060A01024
3152,SBCL,SBCLEQN,Shivalik Bimetal Controls Limited,INE386D01027
3153,VMART,VMARTEQN,V-Mart Retail Limited,INE665J01013
3154,TIRUMALCHM,TIRUMALCHMEQN,Thirumalai Chemicals Limited,INE338A01024
3155,NEWGEN,NEWGENEQN,Newgen Software Technologies Limited,INE619B01017
3156,TIPSINDLTD,TIPSINDLTDEQN,TIPS Industries Limited,INE716B01029
3157,AZAD,AZADEQN,Azad Engineering Limited,INE02IJ01035
3158,SUPRIYA,SUPRIYAEQN,Supriya Lifescience Limited,INE07RO01027
3159,FLAIR,FLAIREQN,Flair Writing Industries Limited,INE00Y201027
3160,UNIPARTS,UNIPARTSEQN,Uniparts India Limited,INE244O01017
3161,DISHTV,DISHTVEQN,Dish TV India Limited,INE836F01026
3162,ASHOKA,ASHOKAEQN,Ashoka Buildcon Limited,INE442H01029
3163,OPTIEMUS,OPTIEMUSEQN,Optiemus Infracom Limited,INE350C01017
3164,DBL,DBLEQN,Dilip Buildcon Limited,INE917M01012
3165,PTC,PTCEQN,PTC India Limited,INE877F01012
3166,CYIENTDLM,CYIENTDLMEQN,Cyient DLM Limited,INE055S01018
3167,CARERATING,CARERATINGEQN,CARE Ratings Limited,INE752H01013
3168,LAOPALA,LAOPALAEQN,La Opala RG Limited,INE059D01020
3169,JAMNAAUTO,JAMNAAUTOEQN,Jamna Auto Industries Limited,INE039C01032
3170,MAITHANALL,MAITHANALLEQN,Maithan Alloys Limited,INE683C01011
3171,SHARDAMOTR,SHARDAMOTREQN,Sharda Motor Industries Limited,INE597I01028
3172,INGERRAND,INGERRANDEQN,Ingersoll Rand (India) Limited,INE177A01018
3173,MUTHOOTMF,MUTHOOTMFEQN,Muthoot Microfin Limited,INE046W01019
3174,CARTRADE,CARTRADEEQN,Cartrade Tech Limited,INE290S01011
3175,SULA,SULAEQN,Sula Vineyards Limited,INE142Q01026
3176,JCHAC,JCHACEQN,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015
3177,SANSERA,SANSERAEQN,Sansera Engineering Limited,INE953O01021
3178,MSTCLTD,MSTCLTDEQN,Mstc Limited,INE255X01014
3179,INDIASHLTR,INDIASHLTREQN,India Shelter Finance Corporation Limited,INE922K01024
3180,SOUTHBANK,SOUTHBANKEQN,The South Indian Bank Limited,INE683A01023
3181,LGBBROSLTD,LGBBROSLTDEQN,LG Balakrishnan & Bros Limited,INE337A01034
3182,KALAMANDIR,KALAMANDIREQN,Sai Silks (Kalamandir) Limited,INE438K01021
3183,KIRLOSENG,KIRLOSENGEQN,Kirloskar Oil Engines Limited,INE146L01010
3184,UTKARSHBNK,UTKARSHBNKEQN,Utkarsh Small Finance Bank Limited,INE735W01017
3185,HINDWAREAP,HINDWAREAPEQN,Hindware Home Innovation Limited,INE05AN01011
3186,NEULANDLAB,NEULANDLABEQN,Neuland Laboratories Limited,INE794A01010
3187,GREENPANEL,GREENPANELEQN,Greenpanel Industries Limited,INE08ZM01014
3188,RAMKY,RAMKYEQN,Ramky Infrastructure Limited,INE874I01013
3189,FCL,FCLEQN,Fineotex Chemical Limited,INE045J01026
3190,NRBBEARING,NRBBEARINGEQN,NRB Bearing Limited,INE349A01021
3191,LANDMARK,LANDMARKEQN,Landmark Cars Limited,INE559R01029
3192,ITDCEM,ITDCEMEQN,ITD Cementation India Limited,INE686A01026
3193,RTNPOWER,RTNPOWEREQN,RattanIndia Power Limited,INE399K01017
3194,SHILPAMED,SHILPAMEDEQN,Shilpa Medicare Limited,INE790G01031
3195,WSTCSTPAPR,WSTCSTPAPREQN,West Coast Paper Mills Limited,INE976A01021
3196,JAICORPLTD,JAICORPLTDEQN,Jai Corp Limited,INE070D01027
3197,JLHL,JLHLEQN,Jupiter Life Line Hospitals Limited,INE682M01012
3198,NIITMTS,NIITMTSEQN,NIIT Learning Systems Limited,INE342G01023
3199,HATHWAY,HATHWAYEQN,Hathway Cable & Datacom Limited,INE982F01036
3200,ESAFSFB,ESAFSFBEQN,ESAF Small Finance Bank Limited,INE818W01011
3201,THOMASCOOK,THOMASCOOKEQN,Thomas Cook  (India)  Limited,INE332A04021
3202,PATELENG,PATELENGEQN,Patel Engineering Limited,INE244B01030
3203,GRINFRA,GRINFRAEQN,G R Infraprojects Limited,INE201P01022
3204,BALMLAWRIE,BALMLAWRIEEQN,Balmer Lawrie & Company Limited,INE164A01016
3205,IOLCP,IOLCPEQN,IOL Chemicals and Pharmaceuticals Limited,INE485C01011
3206,ICIL,ICILEQN,Indo Count Industries Limited,INE483B01026
3207,ACCELYA,ACCELYAEQN,Accelya Solutions India Limited,INE793A01012
3208,SURYAROSNI,SURYAROSNIEQN,Surya Roshni Limited,INE335A01020
3209,FUSION,FUSIONEQN,Fusion Micro Finance Limited,INE139R01012
3210,KOLTEPATIL,KOLTEPATILEQN,Kolte - Patil Developers Limited,INE094I01018
3211,SPLPETRO,SPLPETROEQN,Supreme Petrochem Limited,INE663A01033
3212,SARDAEN,SARDAENEQN,Sarda Energy & Minerals Limited,INE385C01021
3213,CIGNITITEC,CIGNITITECEQN,Cigniti Technologies Limited,INE675C01017
3214,RPOWER,RPOWEREQN,Reliance Power Limited,INE614G01033
3215,HEIDELBERG,HEIDELBERGEQN,HeidelbergCement India Limited,INE578A01017
3216,ELECTCAST,ELECTCASTEQN,Electrosteel Castings Limited,INE086A13016
3217,EVEREADY,EVEREADYEQN,Eveready Industries India Limited,INE128A01029
3218,INDOCO,INDOCOEQN,Indoco Remedies Limited,INE873D01024
3219,VRLLOG,VRLLOGEQN,VRL Logistics Limited,INE366I01010
3220,MARKSANS,MARKSANSEQN,Marksans Pharma Limited,INE750C01026
3221,MASFIN,MASFINEQN,MAS Financial Services Limited,INE348L01012
3222,WOCKPHARMA,WOCKPHARMABEN,Wockhardt Limited,INE049B01025
3223,FEDFINA,FEDFINAEQN,Fedbank Financial Services Limited,INE007N01010
3224,IKIO,IKIOEQN,IKIO Lighting Limited,INE0LOJ01019
3225,STARCEMENT,STARCEMENTEQN,Star Cement Limited,INE460H01021
3226,DHANUKA,DHANUKAEQN,Dhanuka Agritech Limited,INE435G01025
3227,PRICOLLTD,PRICOLLTDEQN,Pricol Limited,INE726V01018
3228,TARSONS,TARSONSEQN,Tarsons Products Limited,INE144Z01023
3229,ARVIND,ARVINDEQN,Arvind Limited,INE034A01011
